phase,distance_node_4,distance_node_7,Time_4_1,Time_4_2,Time_4_3,Time_7_1,Time_7_2,Time_7_3
3,1989,18011,0.01000605,0.01000605,0.01000605,0.01005465,0.01005465,0.010054625
3,2035,17965,0.0100062,0.0100062,0.0100062,0.0100545,0.0100545,0.0100545
3,2042,17958,0.0100062,0.0100062,0.0100062,0.010054475,0.010054475,0.01005445
3,2054,17946,0.01000625,0.01000625,0.01000625,0.01005445,0.01005445,0.010054425
3,20,19980,0.010000075,0.010000075,0.010000075,0.0100606,0.0100606,0.0100606
3,2133,17867,0.010006475,0.010006475,0.010006475,0.0100542,0.0100542,0.0100542
3,2179,17821,0.010006625,0.010006625,0.010006625,0.010054075,0.010054075,0.01005405
3,2186,17814,0.01000665,0.01000665,0.01000665,0.010054025,0.010054025,0.010054025
3,2198,17802,0.010006675,0.010006675,0.010006675,0.010054,0.010054,0.010054
3,2277,17723,0.010006925,0.010006925,0.010006925,0.010053775,0.010053775,0.01005375
3,2323,17677,0.010007075,0.010007075,0.01000705,0.010053625,0.010053625,0.010053625
3,2330,17670,0.010007075,0.010007075,0.010007075,0.0100536,0.0100536,0.010053575
3,2342,17658,0.010007125,0.010007125,0.010007125,0.010053575,0.010053575,0.01005355
3,2421,17579,0.01000735,0.01000735,0.01000735,0.010053325,0.010053325,0.010053325
3,2467,17533,0.0100075,0.0100075,0.0100075,0.0100532,0.0100532,0.0100532
3,2474,17526,0.010007525,0.010007525,0.010007525,0.01005315,0.01005315,0.01005315
3,2486,17514,0.01000755,0.01000755,0.01000755,0.010053125,0.010053125,0.010053125
3,2565,17435,0.0100078,0.0100078,0.0100078,0.0100529,0.0100529,0.010052875
3,2611,17389,0.01000795,0.01000795,0.010007925,0.01005275,0.01005275,0.01005275
3,2618,17382,0.01000795,0.01000795,0.01000795,0.010052725,0.010052725,0.0100527
3,261,19739,0.0100008,0.0100008,0.0100008,0.010059875,0.010059875,0.010059875
3,2630,17370,0.010008,0.010008,0.010008,0.0100527,0.0100527,0.010052675
3,2709,17291,0.010008225,0.010008225,0.010008225,0.01005245,0.01005245,0.01005245
3,2755,17245,0.010008375,0.010008375,0.010008375,0.010052325,0.010052325,0.010052325
3,2762,17238,0.0100084,0.0100084,0.0100084,0.010052275,0.010052275,0.010052275
3,2774,17226,0.010008425,0.010008425,0.010008425,0.01005225,0.01005225,0.01005225
3,2853,17147,0.010008675,0.010008675,0.010008675,0.010052025,0.010052025,0.010052
3,2899,17101,0.0100088,0.0100088,0.0100088,0.010051875,0.010051875,0.010051875
3,2906,17094,0.010008825,0.010008825,0.010008825,0.01005185,0.01005185,0.010051825
3,2918,17082,0.010008875,0.010008875,0.010008875,0.010051825,0.010051825,0.0100518
3,2997,17003,0.0100091,0.0100091,0.0100091,0.010051575,0.010051575,0.010051575
3,3043,16957,0.01000925,0.01000925,0.01000925,0.01005145,0.01005145,0.01005145
3,3050,16950,0.010009275,0.010009275,0.010009275,0.0100514,0.0100514,0.0100514
3,3062,16938,0.0100093,0.0100093,0.0100093,0.010051375,0.010051375,0.010051375
3,307,19693,0.01000095,0.01000095,0.01000095,0.01005975,0.01005975,0.01005975
